From	Usage	To	Weight	 	 
.chart.renderer.xy.StackedXYAreaRenderer	uses	.chart.plot.PlotOrientation	3		
.chart.renderer.xy.StackedXYAreaRenderer	uses	.ui.RectangleEdge	1		
.chart.renderer.xy.StackedXYAreaRenderer	uses	.util.ShapeUtilities	1		
.chart.renderer.xy.StackedXYAreaRenderer	uses	.chart.entity.XYItemEntity	2		
.chart.renderer.xy.StackedXYAreaRenderer	uses	.chart.entity.EntityCollection	2		
.chart.renderer.xy.StackedXYAreaRenderer	uses	.chart.entity.ChartEntity	1		
.chart.renderer.xy.StackedXYAreaRenderer	uses	.chart.renderer.AbstractRenderer	7		
.chart.renderer.xy.StackedXYAreaRenderer	uses	.chart.renderer.RendererState	2		
.chart.renderer.xy.StackedXYAreaRenderer	uses	.chart.renderer.xy.AbstractXYItemRenderer	3		
.chart.renderer.xy.StackedXYAreaRenderer	uses	.util.ObjectUtilities	1		
.chart.renderer.xy.StackedXYAreaRenderer	uses	.util.PaintUtilities	1		
.chart.renderer.xy.StackedXYAreaRenderer	uses	.io.SerialUtilities	4		
.chart.renderer.xy.StackedXYAreaRenderer	uses	.data.Range	1		
.chart.renderer.xy.StackedXYAreaRenderer	uses	.data.general.DatasetUtilities	1		
.chart.renderer.xy.StackedXYAreaRenderer2	extends	.chart.renderer.xy.XYAreaRenderer2	4		
.chart.renderer.xy.StackedXYAreaRenderer2	implements	.util.PublicCloneable	1		
.chart.renderer.xy.StackedXYAreaRenderer2	uses	.chart.labels.XYToolTipGenerator	2		
.chart.renderer.xy.StackedXYAreaRenderer2	uses	.chart.urls.XYURLGenerator	2		
.chart.renderer.xy.StackedXYAreaRenderer2	uses	.chart.renderer.xy.XYItemRendererState	1		
.chart.renderer.xy.StackedXYAreaRenderer2	uses	.chart.plot.PlotRenderingInfo	2		
.chart.renderer.xy.StackedXYAreaRenderer2	uses	.chart.plot.XYPlot	4		
.chart.renderer.xy.StackedXYAreaRenderer2	uses	.chart.axis.ValueAxis	2		
.chart.renderer.xy.StackedXYAreaRenderer2	uses	.data.xy.XYDataset	6		
.chart.renderer.xy.StackedXYAreaRenderer2	uses	.chart.plot.CrosshairState	1		
.chart.renderer.xy.StackedXYAreaRenderer2	uses	.chart.plot.PlotOrientation	2		
.chart.renderer.xy.StackedXYAreaRenderer2	uses	.data.xy.TableXYDataset	4		
.chart.renderer.xy.StackedXYAreaRenderer2	uses	.chart.ChartRenderingInfo	2		
.chart.renderer.xy.StackedXYAreaRenderer2	uses	.ui.RectangleEdge	1		
.chart.renderer.xy.StackedXYAreaRenderer2	uses	.chart.entity.EntityCollection	1		
.chart.renderer.xy.StackedXYAreaRenderer2	uses	.chart.renderer.xy.AbstractXYItemRenderer	1		
.chart.renderer.xy.StackedXYAreaRenderer2	uses	.chart.renderer.AbstractRenderer	2		
.chart.renderer.xy.StackedXYAreaRenderer2	uses	.data.Range	2		
.chart.renderer.xy.StackedXYAreaRenderer2	uses	.data.general.SeriesDataset	1		
.chart.renderer.xy.StackedXYBarRenderer	extends	.chart.renderer.xy.XYBarRenderer	13		
.chart.renderer.xy.StackedXYBarRenderer	uses	.chart.renderer.AbstractRenderer	5		
.chart.renderer.xy.StackedXYBarRenderer	uses	.chart.labels.ItemLabelAnchor	2		
.chart.renderer.xy.StackedXYBarRenderer	uses	.chart.labels.ItemLabelPosition	2		
.chart.renderer.xy.StackedXYBarRenderer	uses	.ui.TextAnchor	2		
.chart.renderer.xy.StackedXYBarRenderer	uses	.chart.renderer.xy.XYItemRendererState	2		
.chart.renderer.xy.StackedXYBarRenderer	uses	.chart.plot.PlotRenderingInfo	3		
.chart.renderer.xy.StackedXYBarRenderer	uses	.chart.plot.XYPlot	5		
.chart.renderer.xy.StackedXYBarRenderer	uses	.chart.axis.ValueAxis	3		
.chart.renderer.xy.StackedXYBarRenderer	uses	.data.xy.XYDataset	4		
.chart.renderer.xy.StackedXYBarRenderer	uses	.chart.plot.CrosshairState	1		
.chart.renderer.xy.StackedXYBarRenderer	uses	.data.xy.IntervalXYDataset	3		
.chart.renderer.xy.StackedXYBarRenderer	uses	.chart.renderer.xy.XYBarPainter	3		
.chart.renderer.xy.StackedXYBarRenderer	uses	.ui.RectangleEdge	5		
.chart.renderer.xy.StackedXYBarRenderer	uses	.chart.plot.PlotOrientation	3		
.chart.renderer.xy.StackedXYBarRenderer	uses	.data.xy.TableXYDataset	2		
.chart.renderer.xy.StackedXYBarRenderer	uses	.chart.ChartRenderingInfo	2		
.chart.renderer.xy.StackedXYBarRenderer	uses	.data.general.DatasetUtilities	2		
.chart.renderer.xy.StackedXYBarRenderer	uses	.chart.labels.XYItemLabelGenerator	1		
.chart.renderer.xy.StackedXYBarRenderer	uses	.chart.entity.EntityCollection	1		
.chart.renderer.xy.StackedXYBarRenderer	uses	.chart.renderer.xy.AbstractXYItemRenderer	2		
.chart.renderer.xy.StackedXYBarRenderer	uses	.data.Range	2		
.chart.renderer.xy.StandardXYBarPainter	implements	.chart.renderer.xy.XYBarPainter	1		
.chart.renderer.xy.StandardXYBarPainter	uses	.chart.renderer.xy.XYBarRenderer	6		
.chart.renderer.xy.StandardXYBarPainter	uses	.ui.RectangleEdge	7		
.chart.renderer.xy.StandardXYBarPainter	uses	.chart.renderer.AbstractRenderer	4		
.chart.renderer.xy.StandardXYBarPainter	uses	.ui.GradientPaintTransformer	2		
.chart.renderer.xy.StandardXYItemRenderer	extends	.chart.renderer.xy.AbstractXYItemRenderer	14		
.chart.renderer.xy.StandardXYItemRenderer	implements	.chart.renderer.xy.XYItemRenderer	1		
.chart.renderer.xy.StandardXYItemRenderer	implements	.util.PublicCloneable	1		
.chart.renderer.xy.StandardXYItemRenderer	contains	.util.UnitType	6		
.chart.renderer.xy.StandardXYItemRenderer	contains	.util.BooleanList	9		
.chart.renderer.xy.StandardXYItemRenderer	uses	.chart.labels.XYToolTipGenerator	4		
.chart.renderer.xy.StandardXYItemRenderer	uses	.chart.plot.Plot	3		
.chart.renderer.xy.StandardXYItemRenderer	uses	.chart.renderer.AbstractRenderer	22		
.chart.renderer.xy.StandardXYItemRenderer	uses	.io.SerialUtilities	2		
.chart.renderer.xy.StandardXYItemRenderer	uses	.chart.renderer.xy.XYItemRendererState	5		
.chart.renderer.xy.StandardXYItemRenderer	uses	.chart.plot.XYPlot	9		
.chart.renderer.xy.StandardXYItemRenderer	uses	.data.xy.XYDataset	6		
.chart.renderer.xy.StandardXYItemRenderer	uses	.chart.plot.PlotRenderingInfo	4		
.chart.renderer.xy.StandardXYItemRenderer	uses	.util.BooleanUtilities	1		
.chart.renderer.xy.StandardXYItemRenderer	uses	.util.ShapeUtilities	3		
.chart.renderer.xy.StandardXYItemRenderer	uses	.util.AbstractObjectList	1		
.chart.renderer.xy.StandardXYItemRenderer	uses	.util.ObjectUtilities	1		
.chart.renderer.xy.StandardXYItemRenderer	uses	.chart.axis.ValueAxis	2		
.chart.renderer.xy.StandardXYItemRenderer	uses	.chart.plot.CrosshairState	1		
.chart.renderer.xy.StandardXYItemRenderer	uses	.chart.plot.PlotOrientation	3		
.chart.renderer.xy.StandardXYItemRenderer	uses	.chart.ChartRenderingInfo	2		
.chart.renderer.xy.StandardXYItemRenderer	uses	.ui.RectangleEdge	1		
.chart.renderer.xy.StandardXYItemRenderer	uses	.chart.entity.EntityCollection	1		
.chart.renderer.xy.StandardXYItemRenderer	uses	.chart.LegendItem	8		
.chart.renderer.xy.StandardXYItemRenderer	uses	.chart.labels.XYSeriesLabelGenerator	2		
.chart.renderer.xy.StandardXYItemRenderer	uses	.data.general.Dataset	1		
.chart.renderer.xy.StandardXYItemRenderer	uses	.data.general.SeriesDataset	1		
.chart.renderer.xy.StandardXYItemRenderer	uses	.chart.urls.XYURLGenerator	2		
.chart.renderer.xy.VectorRenderer	extends	.chart.renderer.xy.AbstractXYItemRenderer	5		
.chart.renderer.xy.VectorRenderer	implements	.chart.renderer.xy.XYItemRenderer	1		
.chart.renderer.xy.VectorRenderer	implements	.util.PublicCloneable	1		
.chart.renderer.xy.VectorRenderer	uses	.data.Range	4		
.chart.renderer.xy.VectorRenderer	uses	.data.xy.XYDataset	9		
.chart.renderer.xy.VectorRenderer	uses	.data.xy.VectorXYDataset	7		
.chart.renderer.xy.VectorRenderer	uses	.data.general.SeriesDataset	2		
.chart.renderer.xy.VectorRenderer	uses	.chart.renderer.xy.XYItemRendererState	1		
.chart.renderer.xy.VectorRenderer	uses	.chart.plot.PlotRenderingInfo	2		
.chart.renderer.xy.VectorRenderer	uses	.chart.plot.XYPlot	4		
.chart.renderer.xy.VectorRenderer	uses	.chart.axis.ValueAxis	2		
.chart.renderer.xy.VectorRenderer	uses	.chart.plot.CrosshairState	1		
.chart.renderer.xy.VectorRenderer	uses	.chart.plot.PlotOrientation	4		
.chart.renderer.xy.VectorRenderer	uses	.chart.ChartRenderingInfo	2		
.chart.renderer.xy.VectorRenderer	uses	.ui.RectangleEdge	1		
.chart.renderer.xy.VectorRenderer	uses	.chart.entity.EntityCollection	1		
.chart.renderer.xy.VectorRenderer	uses	.chart.renderer.AbstractRenderer	2		
.chart.renderer.xy.WindItemRenderer	extends	.chart.renderer.xy.AbstractXYItemRenderer	3		
.chart.renderer.xy.WindItemRenderer	implements	.chart.renderer.xy.XYItemRenderer	1		
.chart.renderer.xy.WindItemRenderer	implements	.util.PublicCloneable	1		
.chart.renderer.xy.WindItemRenderer	uses	.chart.renderer.xy.XYItemRendererState	1		
.chart.renderer.xy.WindItemRenderer	uses	.chart.plot.PlotRenderingInfo	1		
.chart.renderer.xy.WindItemRenderer	uses	.chart.plot.XYPlot	3		
.chart.renderer.xy.WindItemRenderer	uses	.chart.axis.ValueAxis	2		
.chart.renderer.xy.WindItemRenderer	uses	.data.xy.XYDataset	2		
.chart.renderer.xy.WindItemRenderer	uses	.chart.plot.CrosshairState	1		
.chart.renderer.xy.WindItemRenderer	uses	.data.xy.WindDataset	3		
.chart.renderer.xy.WindItemRenderer	uses	.ui.RectangleEdge	1		
.chart.renderer.xy.WindItemRenderer	uses	.chart.renderer.AbstractRenderer	2		
.chart.renderer.xy.XYAreaRenderer	extends	.chart.renderer.xy.AbstractXYItemRenderer	11		
.chart.renderer.xy.XYAreaRenderer	implements	.chart.renderer.xy.XYItemRenderer	1		
.chart.renderer.xy.XYAreaRenderer	implements	.util.PublicCloneable	1		
.chart.renderer.xy.XYAreaRenderer	uses	.chart.renderer.xy.XYItemRendererState	5		
.chart.renderer.xy.XYAreaRenderer	uses	.chart.plot.PlotRenderingInfo	3		
.chart.renderer.xy.XYAreaRenderer	uses	.chart.plot.XYPlot	9		
.chart.renderer.xy.XYAreaRenderer	uses	.data.xy.XYDataset	6		
.chart.renderer.xy.XYAreaRenderer	uses	.chart.renderer.AbstractRenderer	11		
.chart.renderer.xy.XYAreaRenderer	uses	.chart.axis.ValueAxis	2		
.chart.renderer.xy.XYAreaRenderer	uses	.chart.plot.CrosshairState	1		
.chart.renderer.xy.XYAreaRenderer	uses	.chart.plot.PlotOrientation	3		
.chart.renderer.xy.XYAreaRenderer	uses	.ui.RectangleEdge	1		
.chart.renderer.xy.XYAreaRenderer	uses	.util.ShapeUtilities	3		
.chart.renderer.xy.XYAreaRenderer	uses	.chart.entity.EntityCollection	1		
.chart.renderer.xy.XYAreaRenderer	uses	.chart.renderer.RendererState	1		
.chart.renderer.xy.XYAreaRenderer	uses	.io.SerialUtilities	2		
.chart.renderer.xy.XYAreaRenderer	uses	.chart.LegendItem	8		
.chart.renderer.xy.XYAreaRenderer	uses	.chart.labels.XYSeriesLabelGenerator	2		
.chart.renderer.xy.XYAreaRenderer	uses	.data.general.Dataset	1		
.chart.renderer.xy.XYAreaRenderer	uses	.data.general.SeriesDataset	1		
.chart.renderer.xy.XYAreaRenderer	uses	.chart.labels.XYToolTipGenerator	2		
.chart.renderer.xy.XYAreaRenderer	uses	.chart.urls.XYURLGenerator	2		
.chart.renderer.xy.XYAreaRenderer2	extends	.chart.renderer.xy.AbstractXYItemRenderer	13		
.chart.renderer.xy.XYAreaRenderer2	implements	.chart.renderer.xy.XYItemRenderer	1		
.chart.renderer.xy.XYAreaRenderer2	implements	.util.PublicCloneable	1		
.chart.renderer.xy.XYAreaRenderer2	uses	.io.SerialUtilities	2		
.chart.renderer.xy.XYAreaRenderer2	uses	.util.ShapeUtilities	2		
.chart.renderer.xy.XYAreaRenderer2	uses	.chart.renderer.xy.XYItemRendererState	1		
.chart.renderer.xy.XYAreaRenderer2	uses	.chart.plot.PlotRenderingInfo	1		
.chart.renderer.xy.XYAreaRenderer2	uses	.chart.plot.XYPlot	8		
.chart.renderer.xy.XYAreaRenderer2	uses	.chart.axis.ValueAxis	2		
.chart.renderer.xy.XYAreaRenderer2	uses	.data.xy.XYDataset	5		
.chart.renderer.xy.XYAreaRenderer2	uses	.chart.plot.CrosshairState	1		
.chart.renderer.xy.XYAreaRenderer2	uses	.chart.urls.XYURLGenerator	4		
.chart.renderer.xy.XYAreaRenderer2	uses	.chart.plot.PlotOrientation	2		
.chart.renderer.xy.XYAreaRenderer2	uses	.ui.RectangleEdge	1		
.chart.renderer.xy.XYAreaRenderer2	uses	.chart.entity.XYItemEntity	2		
.chart.renderer.xy.XYAreaRenderer2	uses	.chart.labels.XYToolTipGenerator	4		
.chart.renderer.xy.XYAreaRenderer2	uses	.chart.entity.EntityCollection	2		
.chart.renderer.xy.XYAreaRenderer2	uses	.chart.entity.ChartEntity	1		
.chart.renderer.xy.XYAreaRenderer2	uses	.chart.renderer.AbstractRenderer	10		
.chart.renderer.xy.XYAreaRenderer2	uses	.chart.renderer.RendererState	2		
.chart.renderer.xy.XYAreaRenderer2	uses	.chart.LegendItem	8		
.chart.renderer.xy.XYAreaRenderer2	uses	.chart.labels.XYSeriesLabelGenerator	2		
.chart.renderer.xy.XYAreaRenderer2	uses	.data.general.Dataset	1		
.chart.renderer.xy.XYAreaRenderer2	uses	.data.general.SeriesDataset	1		
.chart.renderer.xy.XYBarPainter	uses	.chart.renderer.xy.XYBarRenderer	2	(mfs)	
.chart.renderer.xy.XYBarPainter	uses	.ui.RectangleEdge	2		
.chart.renderer.xy.XYBarRenderer	extends	.chart.renderer.xy.AbstractXYItemRenderer	11		
.chart.renderer.xy.XYBarRenderer	implements	.chart.renderer.xy.XYItemRenderer	1		
.chart.renderer.xy.XYBarRenderer	implements	.util.PublicCloneable	1		
.chart.renderer.xy.XYBarRenderer	contains	.chart.renderer.xy.XYBarPainter	10		
.chart.renderer.xy.XYBarRenderer	contains	.ui.GradientPaintTransformer	6		
.chart.renderer.xy.XYBarRenderer	contains	.chart.labels.ItemLabelPosition	12		
.chart.renderer.xy.XYBarRenderer	uses	.chart.LegendItem	10		
.chart.renderer.xy.XYBarRenderer	uses	.chart.plot.XYPlot	14		
.chart.renderer.xy.XYBarRenderer	uses	.data.xy.XYDataset	8		
.chart.renderer.xy.XYBarRenderer	uses	.chart.labels.XYSeriesLabelGenerator	2		
.chart.renderer.xy.XYBarRenderer	uses	.data.general.Dataset	1		
.chart.renderer.xy.XYBarRenderer	uses	.chart.renderer.AbstractRenderer	25		
.chart.renderer.xy.XYBarRenderer	uses	.data.general.SeriesDataset	1		
.chart.renderer.xy.XYBarRenderer	uses	.util.ObjectUtilities	2		
.chart.renderer.xy.XYBarRenderer	uses	.util.ShapeUtilities	2		
.chart.renderer.xy.XYBarRenderer	uses	.chart.renderer.xy.XYItemRendererState	4		
.chart.renderer.xy.XYBarRenderer	uses	.chart.plot.PlotRenderingInfo	3		
.chart.renderer.xy.XYBarRenderer	uses	.chart.axis.ValueAxis	6		
.chart.renderer.xy.XYBarRenderer	uses	.ui.RectangleEdge	6		
.chart.renderer.xy.XYBarRenderer	uses	.data.Range	4		
.chart.renderer.xy.XYBarRenderer	uses	.data.general.DatasetUtilities	2		
.chart.renderer.xy.XYBarRenderer	uses	.io.SerialUtilities	2		
.chart.renderer.xy.XYBarRenderer	uses	.chart.labels.ItemLabelAnchor	41		
.chart.renderer.xy.XYBarRenderer	uses	.chart.plot.PlotOrientation	5		
.chart.renderer.xy.XYBarRenderer	uses	.chart.plot.CrosshairState	1		
.chart.renderer.xy.XYBarRenderer	uses	.data.xy.IntervalXYDataset	5		
.chart.renderer.xy.XYBarRenderer	uses	.chart.labels.XYItemLabelGenerator	3		
.chart.renderer.xy.XYBarRenderer	uses	.chart.entity.EntityCollection	1		
.chart.renderer.xy.XYBarRenderer	uses	.chart.renderer.RendererState	1		
.chart.renderer.xy.XYBarRenderer	uses	.ui.StandardGradientPaintTransformer	2		
.chart.renderer.xy.XYBarRenderer	uses	.chart.renderer.xy.GradientXYBarPainter	2	(mfs)	
.chart.renderer.xy.XYBarRenderer	uses	.text.TextUtilities	2		
.chart.renderer.xy.XYBarRenderer	uses	.ui.TextAnchor	1		
.chart.renderer.xy.XYBlockRenderer	extends	.chart.renderer.xy.AbstractXYItemRenderer	5		
.chart.renderer.xy.XYBlockRenderer	implements	.chart.renderer.xy.XYItemRenderer	1		
.chart.renderer.xy.XYBlockRenderer	implements	.util.PublicCloneable	3		
.chart.renderer.xy.XYBlockRenderer	contains	.ui.RectangleAnchor	17		
.chart.renderer.xy.XYBlockRenderer	contains	.chart.renderer.PaintScale	6		
.chart.renderer.xy.XYBlockRenderer	uses	.chart.renderer.AbstractRenderer	4		
.chart.renderer.xy.XYBlockRenderer	uses	.chart.renderer.xy.XYItemRendererState	1		
.chart.renderer.xy.XYBlockRenderer	uses	.chart.plot.PlotRenderingInfo	1		
.chart.renderer.xy.XYBlockRenderer	uses	.chart.plot.XYPlot	4		
.chart.renderer.xy.XYBlockRenderer	uses	.chart.axis.ValueAxis	2		
.chart.renderer.xy.XYBlockRenderer	uses	.data.xy.XYDataset	5		
.chart.renderer.xy.XYBlockRenderer	uses	.chart.plot.CrosshairState	1		
.chart.renderer.xy.XYBlockRenderer	uses	.chart.plot.PlotOrientation	3		
.chart.renderer.xy.XYBlockRenderer	uses	.ui.RectangleEdge	1		
.chart.renderer.xy.XYBlockRenderer	uses	.chart.entity.EntityCollection	1		
.chart.renderer.xy.XYBlockRenderer	uses	.data.xy.XYZDataset	2		
.chart.renderer.xy.XYBlockRenderer	uses	.chart.renderer.RendererState	1		
.chart.renderer.xy.XYBlockRenderer	uses	.chart.renderer.LookupPaintScale	2		
.chart.renderer.xy.XYBlockRenderer	uses	.data.Range	8		
.chart.renderer.xy.XYBlockRenderer	uses	.data.general.DatasetUtilities	2		
.chart.renderer.xy.XYBoxAndWhiskerRenderer	extends	.chart.renderer.xy.AbstractXYItemRenderer	8		
.chart.renderer.xy.XYBoxAndWhiskerRenderer	implements	.chart.renderer.xy.XYItemRenderer	1		
.chart.renderer.xy.XYBoxAndWhiskerRenderer	implements	.util.PublicCloneable	1		
.chart.renderer.xy.XYBoxAndWhiskerRenderer	uses	.chart.renderer.AbstractRenderer	13		
.chart.renderer.xy.XYBoxAndWhiskerRenderer	uses	.chart.plot.PlotRenderingInfo	5		
.chart.renderer.xy.XYBoxAndWhiskerRenderer	uses	.chart.plot.XYPlot	8		
.chart.renderer.xy.XYBoxAndWhiskerRenderer	uses	.chart.axis.ValueAxis	7		
.chart.renderer.xy.XYBoxAndWhiskerRenderer	uses	.data.xy.XYDataset	8		
.chart.renderer.xy.XYBoxAndWhiskerRenderer	uses	.chart.plot.CrosshairState	3		
.chart.renderer.xy.XYBoxAndWhiskerRenderer	uses	.data.statistics.BoxAndWhiskerXYDataset	17		
.chart.renderer.xy.XYBoxAndWhiskerRenderer	uses	.chart.ChartRenderingInfo	4		
.chart.renderer.xy.XYBoxAndWhiskerRenderer	uses	.ui.RectangleEdge	2		
.chart.renderer.xy.XYBoxAndWhiskerRenderer	uses	.chart.entity.EntityCollection	2		
.chart.renderer.xy.XYBoxAndWhiskerRenderer	uses	.chart.renderer.OutlierListCollection	8		
.chart.renderer.xy.XYBoxAndWhiskerRenderer	uses	.chart.renderer.OutlierList	3		
.chart.renderer.xy.XYBoxAndWhiskerRenderer	uses	.chart.renderer.Outlier	3		
.chart.renderer.xy.XYBoxAndWhiskerRenderer	uses	.util.PaintUtilities	1		
.chart.renderer.xy.XYBoxAndWhiskerRenderer	uses	.chart.renderer.xy.XYItemRendererState	1		
.chart.renderer.xy.XYBoxAndWhiskerRenderer	uses	.chart.plot.PlotOrientation	3		
.chart.renderer.xy.XYBoxAndWhiskerRenderer	uses	.data.Range	1		
.chart.renderer.xy.XYBoxAndWhiskerRenderer	uses	.io.SerialUtilities	2		
.chart.renderer.xy.XYBoxAndWhiskerRenderer	uses	.chart.labels.BoxAndWhiskerXYToolTipGenerator	2		
.chart.renderer.xy.XYBoxAndWhiskerRenderer	uses	.chart.labels.XYToolTipGenerator	1		
.chart.renderer.xy.XYBubbleRenderer	extends	.chart.renderer.xy.AbstractXYItemRenderer	11		
.chart.renderer.xy.XYBubbleRenderer	implements	.chart.renderer.xy.XYItemRenderer	1		
.chart.renderer.xy.XYBubbleRenderer	implements	.util.PublicCloneable	1		
.chart.renderer.xy.XYBubbleRenderer	uses	.chart.LegendItem	8		
.chart.renderer.xy.XYBubbleRenderer	uses	.chart.plot.XYPlot	8		
